ID,strs3,creg23,conflict_pre,conflict_post,closeness_pre,closeness_post
1065,245257893,1,2.3956687309601823,2.2857143878936768,4.056931751178165,4.625
1003,245257643,2,2.9492942168058645,2.5714285373687744,3.1552235125816894,3.625
814,245257643,2,3.1275302319747134,2.5714285373687744,3.2160240337300006,3.625
828,245258531,1,1.9076721358286475,1.4285714626312256,4.607915532541346,5.0
1176,245258531,1,1.9251017606715155,1.4285714626312256,4.64191144489555,5.0
822,245258232,1,2.7205297011070195,1.8571428060531616,3.273917017091939,5.0
1167,245258232,1,2.698883152233526,1.8571428060531616,3.2957625606945644,5.0
1334,245258232,1,2.685334241695928,1.8571428060531616,3.287956508255285,5.0
821,245258119,1,3.4425867313233582,2.857142925262451,3.5095597501452818,4.375
1626,245258119,1,3.3963951128486753,2.857142925262451,3.602607943372567,4.375
1161,245259180,1,4.43690519590392,2.142857074737549,4.242939166077201,4.5
864,245259180,1,4.434871276116341,2.142857074737549,4.1585774808950084,4.5
1370,245259180,1,4.331024634980512,2.142857074737549,4.4204280442919375,4.5
1400,245258968,1,2.372551243472607,3.2857143878936768,4.5317266370162725,3.75
1594,245258968,1,2.3686895065737854,3.2857143878936768,4.692549757982464,3.75
1660,245259733,1,4.347399119637774,3.7142856121063232,3.4331745555707793,4.125
1405,245259654,1,4.735952809403941,4.285714149475098,4.0018758498093785,4.0
923,245259654,1,4.763997280382287,4.285714149475098,4.028931615647029,4.0
1443,245260038,1,3.72265598888789,3.857142925262451,4.124403564316726,4.125
1602,245260038,1,3.784620759328308,3.857142925262451,4.1433361009421,4.125
1571,245260370,2,4.132671767112363,4.0,4.230165574852496,4.5
704,245259965,2,4.093722617541513,1.7142857313156128,4.983177121840601,5.0
1046,245260549,1,4.361399654430088,3.857142925262451,4.006095075832438,3.75
964,245260549,1,4.438973990955244,3.857142925262451,3.8634294362583934,3.75
729,245259750,1,4.933167597105646,4.714285850524902,3.8467660579423106,4.0
749,245259927,2,4.506624636122676,2.142857074737549,4.501947247965401,5.0
1524,245260244,2,4.6871136766411725,4.5714287757873535,4.6748942266424525,4.625
918,245261355,1,3.6626988391005084,2.7142856121063232,4.352618501465609,5.0
1594,245260829,1,3.236289180681121,3.857142925262451,3.8683844982880653,5.0
1517,245261388,2,3.9489335120628093,3.142857074737549,4.3338010300617125,4.0
1414,245261252,2,1.777302686768021,2.5714285373687744,4.876882256102519,4.25
1060,245261436,1,3.38574599682664,3.857142925262451,2.8388891844628854,5.0
1508,245260889,2,2.680043464379904,3.0,4.152711726781436,4.5
1298,245261065,2,3.030847905146763,3.0,3.958634245183044,4.25
1686,245261065,2,2.9222142851813535,3.0,3.8682107235419587,4.25
1427,245261065,2,3.11290586537012,3.0,3.92071658157046,4.25
1166,245262038,1,4.014158114724193,3.2857143878936768,3.865818305651087,4.125
1564,245261673,1,1.9651129011915869,3.142857074737549,4.634403053030806,4.75
948,245261673,1,2.2379083041451873,3.142857074737549,4.752728137794631,4.75
1462,245261673,1,1.98464498260453,3.142857074737549,4.614703650071423,4.75
1626,245261572,1,4.189987118471004,2.0,3.225235915801511,4.375
855,245261572,1,4.1846905119371325,2.0,2.989802753268758,4.375
1499,245261572,1,4.309253969704666,2.0,3.121609528128858,4.375
1636,245261592,1,3.917882347259651,2.4285714626312256,3.7232462084994418,4.5
1443,245261592,1,3.7346488708781225,2.4285714626312256,3.5078436980840646,4.5
916,245261705,2,3.347176099570169,3.0,4.432813659699959,4.0
1416,245262330,2,2.8676713804640817,4.142857074737549,4.247997528861164,4.125
1266,245261954,2,3.827526397509615,2.5714285373687744,3.5327925161823464,4.125
1352,245261954,2,3.86025147447027,2.5714285373687744,3.5645531697356545,4.125
