ROWID,COMPID,SUB,LEAD01,LEAD02,LEAD03,LEAD04,LEAD05,LEAD06,LEAD07,LEAD08,LEAD09,LEAD10,LEAD11,TSIG01,TSIG02,TSIG03,HOSTIL01,HOSTIL02,HOSTIL03,HOSTIL04,HOSTIL05,LEAD,TSIG,HOSTILE,GLEAD,GTSIG,GHOSTILE
1064,29,1064,4,4,4,4,4,4,3,4,4,4,4,3,4,3,1,0,0,0,1,3.909090909,3.333333333,.4,3.176470588,3.298039216,.748235294
1065,29,1065,3,4,2,3,3,4,3,4,2,4,2,3,4,4,2,2,3,4,4,3.090909091,3.666666667,3,3.176470588,3.298039216,.748235294
1066,29,1066,3,4,2,2,3,3,3,4,2,3,3,4,2,2,1,0,0,0,0,2.909090909,2.666666667,.2,3.176470588,3.298039216,.748235294
1067,29,1067,3,3,3,4,3,3,3,4,3,3,4,4,4,4,1,0,0,0,0,3.272727273,4,.2,3.176470588,3.298039216,.748235294
1068,29,1068,4,3,2,4,5,3,4,3,3,3,3,4,4,4,1,0,1,2,1,3.363636364,4,1,3.176470588,3.298039216,.748235294
1069,29,1069,2,3,5,5,5,5,5,5,5,5,4,5,5,5,0,0,0,0,0,4.454545455,5,0,3.176470588,3.298039216,.748235294
1070,29,1070,5,1,1,1,1,4,4,1,1,1,1,1,3,3,3,4,4,4,3,1.909090909,2.333333333,3.6,3.176470588,3.298039216,.748235294
1071,29,1071,5,4,5,3,3,4,4,3,4,4,5,3,3,3,1,0,0,0,0,4,3,.2,3.176470588,3.298039216,.748235294
1072,29,1072,2,2,2,2,4,3,4,2,3,2,2,3,3,3,2,0,2,2,1,2.545454545,3,1.4,3.176470588,3.298039216,.748235294
1073,29,1073,4,4,1,3,4,3,3,3,2,2,3,4,4,3,4,3,4,4,2,2.909090909,3.666666667,3.4,3.176470588,3.298039216,.748235294
1074,29,1074,3,4,2,4,3,3,4,4,4,4,4,2,4,4,0,0,0,0,0,3.545454545,3.333333333,0,3.176470588,3.298039216,.748235294
1075,29,1075,2,5,1,1,2,5,2,5,1,5,5,3,5,3,1,0,0,0,0,3.090909091,3.666666667,.2,3.176470588,3.298039216,.748235294
1076,29,1076,3,3,2,3,2,4,3,4,3,3,3,3,3,3,1,0,2,0,1,3,3,.8,3.176470588,3.298039216,.748235294
1077,29,1077,4,3,4,3,4,4,3,3,3,3,3,3,3,3,4,1,3,2,1,3.363636364,3,2.2,3.176470588,3.298039216,.748235294
1078,29,1078,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,2,1,3.636363636,4,2.4,3.176470588,3.298039216,.748235294
1079,29,1079,5,5,5,5,5,5,4,4,4,4,5,4,4,4,0,0,0,0,0,4.636363636,4,0,3.176470588,3.298039216,.748235294
1080,29,1080,5,4,5,1,5,5,3,3,3,3,3,3,3,3,0,0,0,0,0,3.636363636,3,0,3.176470588,3.298039216,.748235294
1081,29,1081,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,3.909090909,4,0,3.176470588,3.298039216,.748235294
1082,29,1082,5,5,4,5,3,4,3,3,1,1,3,3,4,3,0,0,0,0,0,3.363636364,3.333333333,0,3.176470588,3.298039216,.748235294
1083,29,1083,3,4,3,4,3,3,4,4,3,3,4,5,5,5,1,0,1,0,1,3.454545455,5,.6,3.176470588,3.298039216,.748235294
1084,29,1084,4,4,4,4,3,4,4,4,3,3,4,4,4,4,2,0,3,0,0,3.727272727,4,1,3.176470588,3.298039216,.748235294
1085,29,1085,2,3,1,1,1,2,2,1,1,1,1,1,3,4,2,0,2,2,0,1.454545455,2.666666667,1.2,3.176470588,3.298039216,.748235294
1086,29,1086,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,0,0,0,0,3.909090909,4,.2,3.176470588,3.298039216,.748235294
1087,29,1087,3,3,1,1,4,4,2,2,2,1,2,2,3,2,4,0,4,2,2,2.272727273,2.333333333,2.4,3.176470588,3.298039216,.748235294
1088,29,1088,4,4,4,1,3,4,3,4,4,4,4,2,2,2,1,0,0,0,0,3.545454545,2,.2,3.176470588,3.298039216,.748235294
1089,29,1089,3,3,4,3,3,4,3,4,2,4,2,3,4,3,1,0,1,0,0,3.181818182,3.333333333,.4,3.176470588,3.298039216,.748235294
1090,29,1090,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,0,3.176470588,3.298039216,.748235294
1091,29,1091,2,2,2,4,4,1,5,2,4,1,2,1,1,1,1,0,0,0,0,2.636363636,1,.2,3.176470588,3.298039216,.748235294
1092,29,1092,4,4,5,5,4,5,3,5,3,4,5,3,5,4,1,0,0,0,0,4.272727273,4,.2,3.176470588,3.298039216,.748235294
1093,29,1093,4,3,4,4,4,3,4,4,4,4,4,2,3,3,1,0,0,0,0,3.818181818,2.666666667,.2,3.176470588,3.298039216,.748235294
1094,29,1094,4,4,4,5,4,4,5,4,5,4,4,4,4,5,1,0,0,0,0,4.272727273,4.333333333,.2,3.176470588,3.298039216,.748235294
1095,29,1095,3,3,2,2,4,3,4,2,5,2,2,3,4,4,1,0,2,0,1,2.909090909,3.666666667,.8,3.176470588,3.298039216,.748235294
1096,29,1096,4,4,3,4,4,4,3,3,2,3,3,2,4,3,3,0,0,0,2,3.363636364,3,1,3.176470588,3.298039216,.748235294
1097,30,1097,3,4,4,2,4,4,3,4,3,4,4,3,3,4,0,0,0,0,0,3.545454545,3.333333333,0,3.664576803,3.643678161,.448275862
1098,30,1098,4,4,1,1,3,4,2,2,1,3,1,1,1,1,0,0,0,0,0,2.363636364,1,0,3.664576803,3.643678161,.448275862
1099,30,1099,5,5,4,4,3,3,3,3,2,2,4,4,4,3,0,0,0,0,0,3.454545455,3.666666667,0,3.664576803,3.643678161,.448275862
1100,30,1100,4,4,4,5,4,5,4,4,4,4,4,4,4,4,0,0,1,1,0,4.181818182,4,.4,3.664576803,3.643678161,.448275862
1101,30,1101,2,4,4,4,1,5,3,4,4,4,2,1,5,5,1,0,0,0,0,3.363636364,3.666666667,.2,3.664576803,3.643678161,.448275862
1102,30,1102,2,2,3,1,4,4,4,4,3,3,4,4,4,4,2,1,3,1,2,3.090909091,4,1.8,3.664576803,3.643678161,.448275862
1103,30,1103,3,4,3,3,3,4,4,3,3,3,3,2,2,3,1,1,2,2,3,3.272727273,2.333333333,1.8,3.664576803,3.643678161,.448275862
1104,30,1104,3,3,3,1,5,3,3,3,4,2,4,4,3,3,2,0,1,0,0,3.090909091,3.333333333,.6,3.664576803,3.643678161,.448275862
1105,30,1105,2,5,4,3,3,3,3,4,4,3,4,2,4,3,1,0,0,1,0,3.454545455,3,.4,3.664576803,3.643678161,.448275862
1106,30,1106,4,4,4,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,3.272727273,4,1,3.664576803,3.643678161,.448275862
1107,30,1107,3,4,3,3,3,4,3,4,3,4,3,3,4,3,1,0,1,2,1,3.363636364,3.333333333,1,3.664576803,3.643678161,.448275862
1108,30,1108,5,5,5,5,5,5,5,5,5,5,3,5,5,5,0,0,0,0,0,4.818181818,5,0,3.664576803,3.643678161,.448275862
1109,30,1109,3,4,3,3,2,5,3,4,4,4,3,4,4,4,1,0,0,0,0,3.454545455,4,.2,3.664576803,3.643678161,.448275862
1110,30,1110,3,3,1,1,1,5,1,3,1,5,3,3,3,3,0,0,0,0,0,2.454545455,3,0,3.664576803,3.643678161,.448275862
1111,30,1111,1,5,3,4,2,4,2,4,2,4,4,3,3,3,2,0,1,0,0,3.181818182,3,.6,3.664576803,3.643678161,.448275862
1112,30,1112,4,5,3,4,4,5,5,5,5,5,4,4,4,4,1,0,0,0,0,4.454545455,4,.2,3.664576803,3.643678161,.448275862
1113,30,1113,4,4,2,4,4,4,4,4,5,4,4,4,4,4,0,0,0,0,0,3.909090909,4,0,3.664576803,3.643678161,.448275862
1114,30,1114,5,5,3,5,4,5,5,5,5,5,5,4,5,5,1,0,1,1,0,4.727272727,4.666666667,.6,3.664576803,3.643678161,.448275862
1115,30,1115,5,4,4,3,2,5,4,4,4,4,4,4,4,4,0,0,0,0,0,3.909090909,4,0,3.664576803,3.643678161,.448275862
1116,30,1116,3,3,4,4,3,4,4,4,3,3,4,2,4,4,1,0,0,0,0,3.545454545,3.333333333,.2,3.664576803,3.643678161,.448275862
1117,30,1117,4,5,5,4,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,4.818181818,5,0,3.664576803,3.643678161,.448275862
1118,30,1118,4,4,4,2,4,4,4,4,3,3,3,4,3,4,2,0,0,0,0,3.545454545,3.666666667,.4,3.664576803,3.643678161,.448275862
1119,30,1119,4,4,4,3,5,5,5,5,4,4,4,5,4,4,0,0,0,0,1,4.272727273,4.333333333,.2,3.664576803,3.643678161,.448275862
1120,30,1120,5,4,5,5,4,4,5,5,4,4,5,4,4,4,0,0,0,0,0,4.545454545,4,0,3.664576803,3.643678161,.448275862
1121,30,1121,5,5,5,5,4,5,5,3,5,1,4,5,4,5,1,0,1,0,2,4.272727273,4.666666667,.8,3.664576803,3.643678161,.448275862
1122,30,1122,3,5,4,3,3,5,4,4,3,4,4,4,4,4,0,0,0,0,0,3.818181818,4,0,3.664576803,3.643678161,.448275862
1123,30,1123,5,5,5,4,5,5,5,4,4,4,4,4,4,4,2,0,1,0,0,4.545454545,4,.6,3.664576803,3.643678161,.448275862
1124,30,1124,4,4,2,1,3,4,3,2,2,2,2,3,3,3,3,3,1,1,1,2.636363636,3,1.8,3.664576803,3.643678161,.448275862
1125,30,1125,3,4,3,2,2,4,3,3,2,2,4,3,2,2,1,0,0,0,0,2.909090909,2.333333333,.2,3.664576803,3.643678161,.448275862
1126,31,1126,2,2,1,4,2,4,1,4,2,4,1,2,4,4,1,0,0,0,0,2.454545455,3.333333333,.2,3.387559809,3.526315789,.526315789
1127,31,1127,3,3,3,4,3,3,3,4,2,4,3,4,4,4,1,1,1,1,1,3.181818182,4,1,3.387559809,3.526315789,.526315789
1128,31,1128,3,2,4,1,4,4,3,3,3,3,3,1,1,4,0,0,1,1,0,3,2,.4,3.387559809,3.526315789,.526315789
1129,31,1129,5,5,5,5,5,5,1,5,1,5,5,5,5,5,1,1,0,0,0,4.272727273,5,.4,3.387559809,3.526315789,.526315789
1130,31,1130,5,4,4,3,3,3,3,4,3,5,3,3,4,4,4,2,0,2,0,3.636363636,3.666666667,1.6,3.387559809,3.526315789,.526315789
1131,31,1131,4,4,2,4,2,4,4,3,4,2,1,4,2,2,1,0,0,0,0,3.090909091,2.666666667,.2,3.387559809,3.526315789,.526315789
1132,31,1132,2,2,4,3,3,3,3,3,3,3,4,1,2,2,3,1,0,0,2,3,1.666666667,1.2,3.387559809,3.526315789,.526315789
1133,31,1133,4,4,3,3,4,4,4,4,4,4,4,3,4,5,1,0,0,0,0,3.818181818,4,.2,3.387559809,3.526315789,.526315789
1134,31,1134,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,0,0,0,0,4,3.666666667,0,3.387559809,3.526315789,.526315789
1135,31,1135,5,5,4,5,4,4,2,4,4,4,4,5,5,5,3,0,0,0,0,4.090909091,5,.6,3.387559809,3.526315789,.526315789
1136,31,1136,4,2,3,3,3,3,3,3,3,3,3,2,2,3,0,0,0,0,0,3,2.333333333,0,3.387559809,3.526315789,.526315789
1137,31,1137,4,4,4,5,5,5,5,5,5,5,5,4,4,5,0,0,0,0,0,4.727272727,4.333333333,0,3.387559809,3.526315789,.526315789
1138,31,1138,3,3,3,3,3,3,3,3,2,2,3,3,3,3,0,0,2,0,0,2.818181818,3,.4,3.387559809,3.526315789,.526315789
1139,31,1139,3,3,4,5,4,4,4,4,2,2,2,4,4,4,1,0,0,0,0,3.363636364,4,.2,3.387559809,3.526315789,.526315789
1140,31,1140,4,4,3,4,3,3,3,3,3,3,4,3,4,5,0,0,0,0,0,3.363636364,4,0,3.387559809,3.526315789,.526315789
1141,31,1141,3,3,2,3,4,4,2,2,2,2,3,4,4,4,0,0,0,0,0,2.727272727,4,0,3.387559809,3.526315789,.526315789
1142,31,1142,4,2,5,2,4,4,5,4,3,3,1,1,1,4,3,3,3,3,0,3.363636364,2,2.4,3.387559809,3.526315789,.526315789
1143,31,1143,4,4,3,4,2,1,3,3,2,2,3,4,4,5,2,1,1,1,1,2.818181818,4.333333333,1.2,3.387559809,3.526315789,.526315789
1144,31,1144,4,4,4,4,3,3,4,4,3,3,4,4,4,4,0,0,0,0,0,3.636363636,4,0,3.387559809,3.526315789,.526315789
1145,32,1145,3,4,2,2,3,4,3,3,3,3,2,2,2,4,3,1,1,1,2,2.909090909,2.666666667,1.6,2.661764706,2.950980392,1.35
1146,32,1146,3,2,3,2,4,3,3,3,2,2,3,2,3,2,3,4,4,4,3,2.727272727,2.333333333,3.6,2.661764706,2.950980392,1.35
1147,32,1147,3,3,3,2,3,3,2,2,2,2,1,2,2,3,0,0,0,0,0,2.363636364,2.333333333,0,2.661764706,2.950980392,1.35
1148,32,1148,1,1,1,1,1,1,1,1,1,1,1,4,4,4,0,0,0,0,0,1,4,0,2.661764706,2.950980392,1.35
1149,32,1149,3,3,1,2,2,1,1,1,1,1,1,3,2,3,3,3,4,4,0,1.545454545,2.666666667,2.8,2.661764706,2.950980392,1.35
1150,32,1150,2,3,1,1,2,3,1,4,2,4,1,1,1,1,1,0,3,2,3,2.181818182,1,1.8,2.661764706,2.950980392,1.35
1151,32,1151,4,2,1,1,4,2,1,1,1,1,2,1,1,1,0,0,2,0,0,1.818181818,1,.4,2.661764706,2.950980392,1.35
1152,32,1152,1,2,1,1,2,4,1,2,1,2,3,3,2,3,2,0,3,2,2,1.818181818,2.666666667,1.8,2.661764706,2.950980392,1.35
1153,32,1153,3,2,4,4,2,4,3,4,2,4,2,3,4,4,2,0,2,3,3,3.090909091,3.666666667,2,2.661764706,2.950980392,1.35
1154,32,1154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,2.661764706,2.950980392,1.35
1155,32,1155,4,4,4,3,4,4,4,4,4,4,4,4,4,4,0,0,1,1,1,3.909090909,4,.6,2.661764706,2.950980392,1.35
1156,32,1156,3,5,3,3,3,4,3,3,4,4,3,3,4,4,1,0,1,1,0,3.454545455,3.666666667,.6,2.661764706,2.950980392,1.35
1157,32,1157,4,4,3,3,4,4,4,3,3,3,4,3,4,4,1,0,0,0,0,3.545454545,3.666666667,.2,2.661764706,2.950980392,1.35
1158,32,1158,4,4,3,2,3,4,2,4,1,1,4,2,2,4,0,0,0,0,0,2.909090909,2.666666667,0,2.661764706,2.950980392,1.35
1159,32,1159,4,3,3,1,4,3,3,3,3,3,4,1,3,4,1,1,1,0,1,3.090909091,2.666666667,.8,2.661764706,2.950980392,1.35
1160,32,1160,3,4,4,3,4,4,4,4,3,4,4,4,4,4,1,0,0,0,0,3.727272727,4,.2,2.661764706,2.950980392,1.35
1161,32,1161,2,4,2,4,3,5,4,4,3,3,3,3,4,4,0,1,1,1,1,3.363636364,3.666666667,.8,2.661764706,2.950980392,1.35
1162,32,1162,4,5,3,4,2,4,2,2,2,3,2,3,4,2,1,0,1,2,0,3,3,.8,2.661764706,2.950980392,1.35
1163,32,1163,3,2,3,3,4,3,3,3,3,2,2,4,5,4,2,1,2,0,0,2.818181818,4.333333333,1,2.661764706,2.950980392,1.35
1164,32,1164,3,3,2,2,2,1,3,3,1,2,4,4,5,5,3,1,3,3,0,2.363636364,4.666666667,2,2.661764706,2.950980392,1.35
1165,32,1165,4,4,5,4,4,4,5,3,4,4,5,2,4,4,3,3,3,2,1,4.181818182,3.333333333,2.4,2.661764706,2.950980392,1.35
1166,32,1166,2,2,2,2,3,3,2,1,1,1,3,1,2,3,4,2,4,4,2,2,2,3.2,2.661764706,2.950980392,1.35
1167,32,1167,2,2,3,1,4,3,1,1,1,2,3,1,1,2,4,2,1,2,2,2.090909091,1.333333333,2.2,2.661764706,2.950980392,1.35
1168,32,1168,1,1,1,3,3,3,2,2,2,2,1,2,2,2,4,3,3,3,4,1.909090909,2,3.4,2.661764706,2.950980392,1.35
1169,32,1169,1,2,1,2,2,2,1,3,2,4,2,2,5,4,0,1,4,0,0,2,3.666666667,1,2.661764706,2.950980392,1.35
1170,32,1170,4,4,5,5,5,3,4,4,3,2,4,1,3,4,3,0,3,2,1,3.909090909,2.666666667,1.8,2.661764706,2.950980392,1.35
1171,32,1171,4,4,4,4,4,4,3,4,3,4,4,4,4,4,2,0,0,0,0,3.818181818,4,.4,2.661764706,2.950980392,1.35
1172,32,1172,4,4,5,4,4,4,4,5,4,5,4,3,2,2,1,0,1,1,0,4.272727273,2.333333333,.6,2.661764706,2.950980392,1.35
1173,32,1173,4,4,5,4,4,4,4,4,4,4,4,2,4,4,0,0,0,0,0,4.090909091,3.333333333,0,2.661764706,2.950980392,1.35
1174,32,1174,3,3,1,1,3,1,1,2,1,1,4,3,3,1,2,1,4,4,3,1.909090909,2.333333333,2.8,2.661764706,2.950980392,1.35
1175,32,1175,2,2,3,2,3,3,3,3,4,4,2,4,4,4,0,0,1,1,1,2.818181818,4,.6,2.661764706,2.950980392,1.35
1176,32,1176,1,1,2,1,2,2,1,5,1,1,3,2,4,2,4,4,3,3,4,1.818181818,2.666666667,3.6,2.661764706,2.950980392,1.35
1177,32,1177,3,2,1,1,1,3,1,3,2,2,2,3,3,3,1,0,0,0,1,1.909090909,3,.4,2.661764706,2.950980392,1.35
1178,32,1178,2,2,2,2,3,3,2,4,4,4,2,2,1,1,2,1,3,2,2,2.727272727,1.333333333,2,2.661764706,2.950980392,1.35
1179,32,1179,3,3,1,1,2,4,1,4,1,4,1,3,4,4,3,2,1,3,1,2.272727273,3.666666667,2,2.661764706,2.950980392,1.35
1180,32,1180,2,2,1,1,3,3,2,4,1,1,1,1,1,1,4,0,3,3,2,1.909090909,1,2.4,2.661764706,2.950980392,1.35
1181,32,1181,1,1,1,1,3,4,1,4,3,4,3,3,3,4,2,0,0,0,0,2.363636364,3.333333333,.4,2.661764706,2.950980392,1.35
1182,32,1182,2,3,2,1,3,3,2,2,1,1,2,3,3,3,2,0,0,0,0,2,3,.4,2.661764706,2.950980392,1.35
1183,32,1183,2,4,1,1,2,4,1,1,1,1,1,2,2,2,3,0,0,0,1,1.727272727,2,.8,2.661764706,2.950980392,1.35
1184,32,1184,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,2,2,1.181818182,1.666666667,2,2.661764706,2.950980392,1.35
1185,32,1185,5,5,2,2,4,5,4,5,3,4,3,4,5,5,0,0,1,1,0,3.818181818,4.666666667,.4,2.661764706,2.950980392,1.35
1186,32,1186,4,4,4,4,5,5,4,4,4,4,4,3,4,3,2,1,1,0,0,4.181818182,3.333333333,.8,2.661764706,2.950980392,1.35
1187,32,1187,3,3,3,3,3,3,3,3,2,3,3,3,2,2,4,2,0,0,1,2.909090909,2.333333333,1.4,2.661764706,2.950980392,1.35
1188,32,1188,2,2,1,4,3,2,4,2,3,2,2,3,3,4,4,2,4,4,3,2.454545455,3.333333333,3.4,2.661764706,2.950980392,1.35
1189,32,1189,2,5,1,1,2,2,3,1,1,1,1,3,1,1,4,4,4,4,4,1.818181818,1.666666667,4,2.661764706,2.950980392,1.35
1190,32,1190,4,4,4,4,4,4,3,3,3,2,3,3,3,2,1,0,0,0,0,3.454545455,2.666666667,.2,2.661764706,2.950980392,1.35
1191,32,1191,3,3,1,1,1,1,1,4,1,1,1,1,3,1,4,0,0,4,0,1.636363636,1.666666667,1.6,2.661764706,2.950980392,1.35
1192,32,1192,4,4,3,1,3,3,1,2,4,2,2,4,3,2,2,0,2,1,0,2.636363636,3,1,2.661764706,2.950980392,1.35
1193,32,1193,3,5,3,3,3,4,3,3,4,4,1,4,5,5,0,0,1,0,0,3.272727273,4.666666667,.2,2.661764706,2.950980392,1.35
1194,32,1194,3,3,2,4,3,3,3,4,3,2,2,2,2,3,0,0,1,1,0,2.909090909,2.333333333,.4,2.661764706,2.950980392,1.35
1195,32,1195,4,4,5,4,5,5,5,5,4,4,4,5,5,5,2,0,2,0,0,4.454545455,5,.8,2.661764706,2.950980392,1.35
1196,32,1196,3,3,3,1,3,3,2,4,1,4,3,4,2,3,2,0,3,3,0,2.727272727,3,1.6,2.661764706,2.950980392,1.35
1197,32,1197,3,3,1,1,1,1,1,1,3,1,1,1,3,3,4,4,4,4,0,1.545454545,2.333333333,3.2,2.661764706,2.950980392,1.35
1198,32,1198,1,5,3,3,3,4,1,4,1,1,4,4,4,4,0,0,2,0,0,2.727272727,4,.4,2.661764706,2.950980392,1.35
1199,32,1199,4,4,1,2,2,4,3,4,2,4,2,4,4,4,2,1,0,0,0,2.909090909,4,.6,2.661764706,2.950980392,1.35
1200,32,1200,3,3,1,1,3,3,1,3,2,2,2,1,3,3,4,1,2,1,1,2.181818182,2.333333333,1.8,2.661764706,2.950980392,1.35
1201,32,1201,3,2,3,2,3,3,3,2,3,4,3,4,4,4,1,0,0,0,1,2.818181818,4,.4,2.661764706,2.950980392,1.35
1202,32,1202,2,2,2,1,1,2,2,3,3,2,2,1,2,1,3,0,4,0,0,2,1.333333333,1.4,2.661764706,2.950980392,1.35
1203,32,1203,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,0,3,3,3,3.909090909,4,2.4,2.661764706,2.950980392,1.35
1204,32,1204,5,4,2,3,2,4,3,1,2,1,3,3,1,5,2,1,3,0,1,2.727272727,3,1.4,2.661764706,2.950980392,1.35
1205,32,1205,4,4,2,4,4,4,3,3,3,3,3,4,4,4,0,0,1,0,0,3.363636364,4,.2,2.661764706,2.950980392,1.35
1206,32,1206,1,1,2,1,2,1,1,3,1,2,1,5,4,4,3,0,4,4,1,1.454545455,4.333333333,2.4,2.661764706,2.950980392,1.35
1207,32,1207,2,1,2,2,3,3,1,4,1,1,1,1,2,3,4,4,4,4,2,1.909090909,2,3.6,2.661764706,2.950980392,1.35
1208,32,1208,3,2,2,3,3,4,3,3,1,1,2,1,3,3,4,1,2,2,0,2.454545455,2.333333333,1.8,2.661764706,2.950980392,1.35
1209,32,1209,5,5,5,5,1,4,1,5,4,4,4,4,4,4,0,0,0,0,0,3.909090909,4,0,2.661764706,2.950980392,1.35
1210,32,1210,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,2,2,1,2,2.2,2.661764706,2.950980392,1.35
1211,32,1211,4,4,2,2,3,3,4,4,2,4,2,4,5,5,1,0,1,0,0,3.090909091,4.666666667,.4,2.661764706,2.950980392,1.35
1212,32,1212,3,4,5,1,3,4,3,4,3,4,1,1,3,3,1,0,1,0,0,3.181818182,2.333333333,.4,2.661764706,2.950980392,1.35
1213,33,1213,4,1,4,5,4,4,4,4,4,4,3,1,1,3,4,4,4,0,2,3.727272727,1.666666667,2.8,2.695395514,2.83982684,1.12987013
1214,33,1214,2,4,2,2,2,4,1,4,1,4,2,4,4,4,2,1,1,0,0,2.545454545,4,.8,2.695395514,2.83982684,1.12987013
1215,33,1215,2,4,2,5,3,3,3,4,2,4,4,4,4,4,3,2,3,3,1,3.272727273,4,2.4,2.695395514,2.83982684,1.12987013
1216,33,1216,4,4,2,4,1,3,3,3,3,4,1,2,5,3,3,1,2,3,1,2.909090909,3.333333333,2,2.695395514,2.83982684,1.12987013
1217,33,1217,3,4,3,2,3,3,2,5,2,5,3,2,4,3,0,0,2,2,1,3.181818182,3,1,2.695395514,2.83982684,1.12987013
1218,33,1218,2,2,1,2,1,1,1,4,1,4,2,3,2,3,3,0,1,2,0,1.909090909,2.666666667,1.2,2.695395514,2.83982684,1.12987013
1219,33,1219,4,4,4,4,4,4,4,4,4,4,4,4,5,5,1,0,2,0,0,4,4.666666667,.6,2.695395514,2.83982684,1.12987013
1220,33,1220,4,4,4,4,4,4,3,4,4,4,4,4,4,4,0,0,0,0,0,3.909090909,4,0,2.695395514,2.83982684,1.12987013
1221,33,1221,3,3,1,1,3,4,1,1,1,1,1,3,1,1,1,0,4,4,0,1.818181818,1.666666667,1.8,2.695395514,2.83982684,1.12987013
1222,33,1222,2,2,1,2,3,3,4,4,4,4,2,2,4,2,0,0,2,0,0,2.818181818,2.666666667,.4,2.695395514,2.83982684,1.12987013
1223,33,1223,3,3,2,1,3,4,4,4,2,4,3,1,4,4,3,1,0,0,0,3,3,.8,2.695395514,2.83982684,1.12987013
1224,33,1224,2,4,1,2,1,3,1,4,1,4,1,1,1,1,2,0,1,0,0,2.181818182,1,.6,2.695395514,2.83982684,1.12987013
1225,33,1225,4,4,2,3,3,4,3,3,1,1,1,1,3,4,2,0,1,0,0,2.636363636,2.666666667,.6,2.695395514,2.83982684,1.12987013
1226,33,1226,2,2,1,2,3,2,3,2,3,3,2,1,1,1,4,2,3,3,4,2.272727273,1,3.2,2.695395514,2.83982684,1.12987013
1227,33,1227,3,4,3,4,3,3,3,4,3,4,2,4,4,3,1,0,0,0,0,3.272727273,3.666666667,.2,2.695395514,2.83982684,1.12987013
1228,33,1228,2,2,2,1,3,4,3,3,3,4,2,4,4,4,0,0,0,0,0,2.636363636,4,0,2.695395514,2.83982684,1.12987013
1229,33,1229,4,3,1,1,3,3,3,4,3,4,3,2,2,3,0,0,4,4,2,2.909090909,2.333333333,2,2.695395514,2.83982684,1.12987013
1230,33,1230,3,4,3,1,3,3,2,4,3,4,3,4,4,5,0,0,0,0,0,3,4.333333333,0,2.695395514,2.83982684,1.12987013
1231,33,1231,2,4,1,1,2,1,1,2,1,1,2,4,4,4,1,1,3,3,0,1.636363636,4,1.6,2.695395514,2.83982684,1.12987013
1232,33,1232,4,4,2,1,4,4,4,4,2,4,3,4,3,4,0,0,1,1,0,3.272727273,3.666666667,.4,2.695395514,2.83982684,1.12987013
1233,33,1233,4,4,3,4,3,3,3,4,3,3,4,4,3,4,3,1,0,0,0,3.454545455,3.666666667,.8,2.695395514,2.83982684,1.12987013
1234,33,1234,4,4,4,5,3,4,3,4,3,4,3,3,4,4,2,0,2,1,0,3.727272727,3.666666667,1,2.695395514,2.83982684,1.12987013
1235,33,1235,4,4,4,5,4,5,2,4,1,4,4,3,3,4,1,0,0,0,1,3.727272727,3.333333333,.4,2.695395514,2.83982684,1.12987013
1236,33,1236,3,4,2,2,3,4,3,2,3,3,4,2,3,3,1,0,1,0,0,3,2.666666667,.4,2.695395514,2.83982684,1.12987013
1237,33,1237,4,4,4,3,3,4,4,4,3,4,4,4,3,4,0,0,1,0,0,3.727272727,3.666666667,.2,2.695395514,2.83982684,1.12987013
1238,33,1238,5,5,4,3,4,4,3,3,4,3,4,2,2,2,0,0,1,0,0,3.818181818,2,.2,2.695395514,2.83982684,1.12987013
1239,33,1239,3,4,3,2,3,4,4,4,4,4,4,1,3,3,1,0,0,0,0,3.545454545,2.333333333,.2,2.695395514,2.83982684,1.12987013
1240,33,1240,5,5,3,4,4,4,5,4,3,3,4,4,5,4,0,0,0,0,0,4,4.333333333,0,2.695395514,2.83982684,1.12987013
1241,33,1241,3,4,1,3,3,4,2,3,1,2,2,5,5,5,3,3,2,1,1,2.545454545,5,2,2.695395514,2.83982684,1.12987013
1242,33,1242,4,4,4,5,4,4,2,4,2,2,4,4,4,4,0,0,0,0,0,3.545454545,4,0,2.695395514,2.83982684,1.12987013
1243,33,1243,4,4,1,1,1,4,3,4,1,4,1,1,4,2,4,1,4,4,4,2.545454545,2.333333333,3.4,2.695395514,2.83982684,1.12987013
1244,33,1244,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1.181818182,1,.4,2.695395514,2.83982684,1.12987013
1245,33,1245,2,2,3,4,3,3,1,1,4,1,2,4,5,4,2,4,0,4,4,2.363636364,4.333333333,2.8,2.695395514,2.83982684,1.12987013
1246,33,1246,1,5,1,1,5,5,5,5,3,4,5,5,5,5,0,4,0,0,0,3.636363636,5,.8,2.695395514,2.83982684,1.12987013
