student_id,school_id,school_belonging,peer_inclusivity,teacher_support,community_activities,small_school,school_context
1492,100,1,0,1,0,0,Suburban
1493,101,1,1,0,1,0,Urban
1494,58,1,1,1,1,0,Urban
1495,30,1,1,1,0,0,Urban
1496,31,1,1,1,1,1,Urban
1497,23,1,0,1,0,0,Urban
1498,63,0,0,1,0,1,Urban
1499,114,1,0,1,0,1,Suburban
1500,28,1,1,1,1,1,Urban
1501,59,1,1,1,1,0,Urban
1502,10,1,1,1,1,1,Urban
1503,89,1,1,1,1,1,Suburban
1504,100,1,1,0,0,0,Suburban
1505,90,0,0,1,0,0,Suburban
1506,26,1,1,1,1,1,Suburban
1507,109,0,1,1,0,0,Suburban
1508,77,1,1,1,1,1,Rural
1509,17,1,1,1,1,0,Urban
1510,40,0,1,0,1,0,Suburban
1511,68,0,0,0,0,1,Urban
1512,23,0,0,1,0,0,Urban
1513,35,1,0,1,1,1,Suburban
1514,75,1,1,0,0,1,Suburban
1515,76,1,1,1,1,1,Rural
1516,9,1,1,1,0,1,Suburban
1517,79,1,1,1,0,0,Suburban
1518,45,1,0,1,0,0,Urban
1519,37,0,1,0,0,0,Urban
1520,69,1,1,1,1,0,Urban
1521,19,1,1,1,0,0,Rural
1522,75,1,1,1,0,1,Suburban
1523,73,0,0,0,0,0,Urban
1524,99,0,1,0,0,0,Suburban
1525,114,1,1,1,0,1,Suburban
1526,27,1,1,1,0,0,Urban
1527,13,1,1,1,1,1,Rural
1528,57,1,0,0,1,0,Rural
1529,60,0,0,0,1,0,Urban
1530,12,1,0,1,1,1,Urban
1531,9,1,0,0,0,1,Suburban
1532,106,1,1,1,1,0,Urban
1533,92,1,0,1,1,1,Urban
1534,77,1,1,1,0,1,Rural
1535,84,1,1,1,1,0,Urban
1536,116,1,0,1,0,1,Urban
1537,77,1,1,1,0,1,Rural
1538,27,1,0,1,1,0,Urban
1539,90,1,1,1,0,0,Suburban
1540,63,1,0,1,0,1,Urban
1541,93,1,0,1,0,1,Suburban
1542,29,1,0,1,0,1,Rural
1543,22,1,0,1,0,0,Urban
1544,73,1,0,1,1,0,Urban
1545,88,1,1,0,1,1,Urban
1546,106,0,1,0,1,0,Urban
1547,19,0,1,0,0,0,Rural
1548,38,1,0,1,1,0,Suburban
1549,95,1,1,1,1,1,Urban
1550,39,1,0,1,0,1,Urban
1551,15,1,1,1,1,0,Suburban
1552,54,1,1,1,1,1,Urban
1553,32,1,0,1,1,0,Suburban
1554,115,0,1,0,0,1,Urban
1555,110,0,1,1,0,0,Suburban
1556,112,1,1,0,1,0,Suburban
1557,46,0,0,0,1,1,Urban
1558,61,1,0,1,1,0,Rural
1559,93,1,1,0,1,1,Suburban
1560,121,1,1,1,1,1,Rural
1561,52,0,1,0,0,1,Urban
1562,34,1,0,1,1,1,Urban
1563,73,1,0,0,0,0,Urban
1564,35,1,1,1,1,1,Suburban
1565,70,1,1,0,1,1,Rural
1566,37,1,1,1,0,0,Urban
1567,78,1,0,1,1,0,Suburban
1568,61,0,0,0,0,0,Rural
1569,111,1,1,0,0,0,Suburban
1570,114,1,1,1,0,1,Suburban
1571,49,1,1,1,0,1,Suburban
1572,9,1,0,1,0,1,Suburban
1573,19,1,1,0,0,0,Rural
1574,87,1,0,0,1,1,Urban
1575,121,1,0,0,1,1,Rural
1576,105,1,1,1,1,1,Rural
1577,28,1,1,1,0,1,Urban
1578,80,1,1,1,1,0,Urban
1579,26,1,0,0,1,1,Suburban
1580,38,0,0,1,0,0,Suburban
1581,40,1,0,0,1,0,Suburban
1582,25,0,1,1,0,0,Suburban
1583,99,1,1,1,1,0,Suburban
1584,118,0,0,1,0,0,Urban
1585,69,0,0,1,0,0,Urban
1586,71,1,1,1,1,1,Rural
1587,23,0,0,1,0,0,Urban
1588,89,1,0,1,0,1,Suburban
1589,65,1,1,0,1,0,Rural
1590,22,1,0,1,1,0,Urban
1591,64,1,0,1,1,0,Suburban
1592,117,0,0,1,0,1,Suburban
1593,68,1,1,1,0,1,Urban
1594,58,0,1,0,1,0,Urban
1595,28,1,0,1,0,1,Urban
1596,112,1,1,0,0,0,Suburban
1597,78,0,1,1,1,0,Suburban
1598,97,1,1,1,0,1,Suburban
1599,68,1,1,1,0,1,Urban
1600,106,1,0,1,0,0,Urban
1601,75,0,0,1,0,1,Suburban
1602,103,0,1,0,0,0,Urban
1603,96,1,1,1,0,0,Suburban
1604,4,1,1,1,0,1,Suburban
1605,1,1,0,1,1,0,Urban
1606,26,1,0,1,1,1,Suburban
1607,33,1,1,1,0,0,Rural
1608,81,1,0,1,1,1,Urban
1609,27,0,0,1,0,0,Urban
1610,42,1,0,1,0,0,Suburban
1611,69,1,0,1,0,0,Urban
1612,71,1,1,0,1,1,Rural
1613,64,1,0,1,1,0,Suburban
1614,25,1,1,1,1,0,Suburban
1615,72,0,0,0,0,0,Suburban
1616,98,1,0,1,0,0,Rural
1617,105,1,0,1,1,1,Rural
1618,4,1,0,1,0,1,Suburban
1619,12,1,1,1,1,1,Urban
1620,58,1,1,1,1,0,Urban
1621,95,0,0,0,1,1,Urban
1622,11,0,0,0,1,0,Urban
1623,101,1,1,0,1,0,Urban
1624,108,1,1,0,1,1,Suburban
1625,59,1,1,1,1,0,Urban
1626,117,0,0,1,0,1,Suburban
1627,36,0,0,0,1,1,Suburban
1628,109,1,1,0,0,0,Suburban
1629,22,1,1,1,0,0,Urban
1630,65,0,0,0,0,0,Rural
1631,50,0,0,1,0,0,Urban
1632,4,1,1,1,1,1,Suburban
1633,100,1,1,1,1,0,Suburban
1634,72,1,1,1,0,0,Suburban
1635,89,1,1,1,0,1,Suburban
1636,92,1,1,1,1,1,Urban
1637,52,1,0,1,1,1,Urban
1638,102,1,0,1,1,1,Urban
1639,100,0,0,1,0,0,Suburban
1640,100,0,0,0,1,0,Suburban
1641,43,0,1,1,0,0,Urban
1642,105,1,1,1,0,1,Rural
1643,46,1,1,1,0,1,Urban
1644,4,0,1,1,0,1,Suburban
1645,13,0,0,0,0,1,Rural
1646,38,1,0,1,1,0,Suburban
1647,45,1,1,0,0,0,Urban
1648,25,1,1,1,0,0,Suburban
1649,67,1,0,1,0,0,Suburban
1650,55,1,1,1,0,1,Suburban
1651,96,1,1,1,1,0,Suburban
1652,39,1,0,1,0,1,Urban
1653,65,1,0,1,1,0,Rural
1654,75,1,1,1,0,1,Suburban
1655,2,1,1,1,1,1,Urban
1656,69,1,0,0,1,0,Urban
1657,120,1,1,1,1,1,Rural
1658,86,1,1,1,1,0,Suburban
1659,62,1,0,1,1,0,Rural
1660,46,1,1,1,0,1,Urban
1661,77,1,0,1,1,1,Rural
1662,112,1,1,0,1,0,Suburban
1663,87,1,0,0,1,1,Urban
1664,111,1,1,1,0,0,Suburban
1665,31,1,1,1,0,1,Urban
1666,99,1,1,1,1,0,Suburban
1667,102,1,1,1,0,1,Urban
1668,105,0,0,1,0,1,Rural
1669,35,1,0,1,0,1,Suburban
1670,45,1,1,1,1,0,Urban
1671,77,1,1,1,1,1,Rural
1672,54,0,0,1,0,1,Urban
1673,71,1,0,1,0,1,Rural
1674,69,1,1,1,0,0,Urban
1675,122,1,1,1,0,1,Urban
1676,29,1,1,0,1,1,Rural
1677,72,0,0,1,1,0,Suburban
1678,8,1,1,0,0,1,Suburban
1679,54,0,0,1,1,1,Urban
1680,7,1,1,1,1,0,Urban
1681,83,1,0,1,0,0,Suburban
1682,103,1,1,1,0,0,Urban
1683,23,0,1,0,1,0,Urban
1684,100,0,1,1,0,0,Suburban
1685,106,0,0,1,1,0,Urban
1686,32,1,1,1,0,0,Suburban
1687,62,1,1,0,1,0,Rural
1688,45,1,1,1,1,0,Urban
1689,68,1,1,0,1,1,Urban
1690,30,1,0,0,1,0,Urban
1691,115,1,0,1,1,1,Urban
1692,106,0,0,0,1,0,Urban
1693,39,0,1,0,0,1,Urban
1694,5,0,0,1,0,0,Rural
1695,67,0,1,1,1,0,Suburban
1696,22,1,1,1,1,0,Urban
1697,28,1,1,1,0,1,Urban
1698,22,1,1,1,0,0,Urban
1699,86,1,0,1,1,0,Suburban
1700,98,1,0,1,0,0,Rural
1701,29,1,0,1,0,1,Rural
1702,43,1,1,1,1,0,Urban
1703,42,1,1,0,1,0,Suburban
1704,60,0,1,0,0,0,Urban
1705,119,1,1,1,0,1,Rural
1706,77,1,1,1,0,1,Rural
1707,71,1,1,1,0,1,Rural
1708,74,1,1,0,1,1,Urban
1709,92,1,1,1,1,1,Urban
1710,68,1,0,1,0,1,Urban
1711,59,1,0,0,0,0,Urban
1712,96,1,0,0,0,0,Suburban
1713,86,1,0,0,1,0,Suburban
1714,84,1,1,0,0,0,Urban
1715,112,1,0,1,1,0,Suburban
1716,84,1,0,1,1,0,Urban
1717,6,1,1,1,1,0,Rural
1718,73,1,1,1,1,0,Urban
1719,28,0,0,0,0,1,Urban
1720,77,1,1,1,1,1,Rural
1721,31,1,1,1,0,1,Urban
1722,39,1,1,0,1,1,Urban
1723,50,1,1,1,0,0,Urban
1724,78,1,1,0,1,0,Suburban
1725,86,0,1,0,0,0,Suburban
1726,37,1,1,1,1,0,Urban
1727,118,1,1,1,0,0,Urban
1728,109,1,0,1,1,0,Suburban
1729,88,1,1,1,0,1,Urban
1730,72,1,1,1,0,0,Suburban
1731,15,1,1,1,1,0,Suburban
1732,51,1,0,0,1,1,Suburban
1733,105,1,1,1,0,1,Rural
1734,70,1,1,0,1,1,Rural
1735,23,0,0,1,1,0,Urban
1736,25,0,0,1,1,0,Suburban
1737,95,0,1,0,0,1,Urban
1738,46,1,0,1,0,1,Urban
1739,93,1,1,1,1,1,Suburban
1740,23,1,1,1,0,0,Urban
1741,10,1,1,0,1,1,Urban
1742,73,1,1,1,0,0,Urban
1743,113,1,0,1,0,1,Urban
1744,77,1,1,1,1,1,Rural
1745,32,1,1,0,1,0,Suburban
1746,113,1,0,0,1,1,Urban
1747,51,1,0,1,0,1,Suburban
1748,109,0,1,0,0,0,Suburban
1749,41,1,0,1,0,0,Suburban
1750,65,1,1,1,0,0,Rural
1751,65,0,0,1,1,0,Rural
1752,101,1,0,1,1,0,Urban
1753,40,0,0,1,0,0,Suburban
1754,18,1,1,1,1,1,Rural
1755,36,1,1,1,0,1,Suburban
1756,31,0,1,0,1,1,Urban
1757,54,1,1,1,0,1,Urban
1758,63,1,1,1,1,1,Urban
1759,1,0,0,0,0,0,Urban
1760,111,1,1,1,0,0,Suburban
1761,52,1,1,1,0,1,Urban
1762,100,0,0,0,0,0,Suburban
1763,57,1,1,1,0,0,Rural
1764,9,0,0,1,0,1,Suburban
1765,86,1,1,1,0,0,Suburban
1766,120,0,1,0,1,1,Rural
1767,92,1,1,1,0,1,Urban
1768,90,1,1,0,1,0,Suburban
1769,116,1,0,1,0,1,Urban
1770,74,1,1,1,1,1,Urban
1771,56,1,1,0,1,1,Urban
1772,47,1,1,1,0,0,Urban
1773,3,1,1,1,1,1,Urban
1774,2,1,0,1,0,1,Urban
1775,54,1,1,0,1,1,Urban
1776,37,1,0,1,1,0,Urban
1777,56,1,0,1,0,1,Urban
1778,31,1,1,1,0,1,Urban
1779,97,0,0,0,0,1,Suburban
1780,96,1,1,1,0,0,Suburban
1781,107,0,1,1,1,0,Rural
1782,12,1,1,1,0,1,Urban
1783,58,0,0,1,0,0,Urban
1784,67,1,0,1,0,0,Suburban
1785,119,1,1,1,0,1,Rural
1786,112,1,0,1,0,0,Suburban
1787,26,0,1,0,1,1,Suburban
1788,78,1,1,0,0,0,Suburban
1789,12,1,1,1,1,1,Urban
1790,116,0,0,0,0,1,Urban
1791,90,1,0,1,0,0,Suburban
1792,16,1,1,0,1,0,Suburban
1793,53,1,1,1,0,1,Suburban
1794,72,1,1,1,0,0,Suburban
1795,49,1,1,0,1,1,Suburban
1796,49,1,1,0,0,1,Suburban
1797,92,0,0,1,0,1,Urban
1798,7,1,1,1,1,0,Urban
1799,15,1,1,1,1,0,Suburban
1800,105,1,1,1,0,1,Rural
1801,36,1,0,1,0,1,Suburban
1802,72,1,0,1,0,0,Suburban
1803,74,1,1,0,0,1,Urban
1804,15,0,0,1,1,0,Suburban
1805,119,1,1,1,1,1,Rural
1806,62,1,1,1,1,0,Rural
1807,18,1,1,1,0,1,Rural
1808,46,1,1,1,0,1,Urban
1809,101,1,1,1,1,0,Urban
1810,105,0,0,0,0,1,Rural
1811,109,1,0,0,1,0,Suburban
1812,61,0,0,1,1,0,Rural
1813,121,1,1,1,1,1,Rural
1814,115,1,1,1,0,1,Urban
1815,43,0,0,0,0,0,Urban
1816,44,0,1,0,1,1,Rural
1817,99,1,1,1,1,0,Suburban
1818,66,1,1,1,1,1,Suburban
1819,55,1,0,0,0,1,Suburban
1820,86,1,1,1,1,0,Suburban
1821,79,1,1,1,1,0,Suburban
1822,101,0,0,0,0,0,Urban
1823,39,1,1,0,1,1,Urban
1824,100,1,1,1,1,0,Suburban
1825,5,0,1,1,0,0,Rural
1826,57,0,1,1,0,0,Rural
1827,112,1,0,1,1,0,Suburban
1828,15,1,1,1,0,0,Suburban
1829,91,1,1,1,1,0,Suburban
1830,16,0,0,0,0,0,Suburban
1831,57,0,0,0,0,0,Rural
1832,100,1,0,1,1,0,Suburban
1833,102,1,1,1,1,1,Urban
1834,82,1,1,1,0,1,Rural
1835,99,0,0,1,1,0,Suburban
1836,25,0,0,1,0,0,Suburban
1837,22,1,1,1,0,0,Urban
1838,120,0,1,0,0,1,Rural
1839,31,0,1,1,0,1,Urban
1840,101,0,0,0,1,0,Urban
1841,34,1,1,0,1,1,Urban
1842,87,1,1,1,1,1,Urban
1843,16,1,1,1,1,0,Suburban
1844,70,1,0,0,0,1,Rural
1845,59,1,0,0,1,0,Urban
1846,15,1,1,1,1,0,Suburban
1847,82,1,0,1,1,1,Rural
1848,102,1,0,1,1,1,Urban
1849,13,1,1,0,1,1,Rural
1850,24,1,1,1,0,0,Urban
1851,13,1,1,1,1,1,Rural
1852,65,1,0,0,1,0,Rural
1853,112,1,1,1,1,0,Suburban
1854,36,1,0,1,0,1,Suburban
1855,49,1,0,1,1,1,Suburban
1856,82,1,1,0,1,1,Rural
1857,48,0,0,1,0,1,Suburban
1858,97,1,1,1,1,1,Suburban
1859,102,1,1,1,0,1,Urban
1860,43,0,0,1,0,0,Urban
1861,6,1,0,1,0,0,Rural
1862,81,1,1,1,1,1,Urban
1863,68,1,0,1,0,1,Urban
1864,14,0,0,0,0,0,Urban
1865,30,1,1,0,0,0,Urban
1866,110,1,0,1,0,0,Suburban
1867,84,1,1,1,0,0,Urban
1868,8,1,1,1,0,1,Suburban
1869,54,0,1,0,1,1,Urban
1870,66,1,0,1,1,1,Suburban
1871,101,0,0,1,0,0,Urban
1872,4,1,1,1,0,1,Suburban
1873,74,1,1,1,1,1,Urban
1874,84,0,0,1,0,0,Urban
1875,60,1,1,1,1,0,Urban
1876,120,1,0,1,1,1,Rural
1877,53,0,0,0,0,1,Suburban
1878,99,0,1,1,0,0,Suburban
1879,112,0,0,1,1,0,Suburban
1880,74,1,1,1,0,1,Urban
1881,92,1,0,1,0,1,Urban
1882,15,0,0,1,0,0,Suburban
1883,100,1,0,1,1,0,Suburban
1884,1,0,1,1,1,0,Urban
1885,22,1,0,1,0,0,Urban
1886,91,1,1,1,1,0,Suburban
1887,93,1,1,1,0,1,Suburban
1888,15,1,1,0,1,0,Suburban
1889,74,1,1,1,0,1,Urban
1890,84,1,1,1,1,0,Urban
1891,22,1,0,1,1,0,Urban
1892,50,0,0,1,0,0,Urban
1893,48,1,1,1,0,1,Suburban
1894,117,1,0,1,0,1,Suburban
1895,73,0,1,0,0,0,Urban
1896,120,0,0,1,0,1,Rural
1897,51,0,0,1,1,1,Suburban
1898,96,0,1,0,1,0,Suburban
1899,17,0,0,0,0,0,Urban
1900,106,1,1,1,1,0,Urban
1901,83,1,1,1,1,0,Suburban
1902,104,0,0,1,1,1,Urban
1903,91,1,1,1,0,0,Suburban
1904,51,1,1,1,0,1,Suburban
1905,37,0,1,1,0,0,Urban
1906,98,0,0,0,0,0,Rural
1907,111,1,1,1,1,0,Suburban
1908,49,1,1,1,1,1,Suburban
1909,59,1,0,1,0,0,Urban
1910,10,0,0,0,0,1,Urban
1911,30,1,1,1,1,0,Urban
1912,85,1,1,1,1,0,Urban
1913,21,1,1,1,1,1,Suburban
1914,118,1,1,1,0,0,Urban
1915,34,1,1,1,1,1,Urban
1916,73,0,0,1,1,0,Urban
1917,98,1,0,1,1,0,Rural
1918,50,0,0,1,0,0,Urban
1919,76,1,1,1,0,1,Rural
1920,47,1,0,1,0,0,Urban
1921,85,1,1,1,1,0,Urban
1922,121,1,0,1,1,1,Rural
1923,84,1,0,1,1,0,Urban
1924,6,1,1,1,1,0,Rural
1925,50,0,0,0,0,0,Urban
1926,109,0,1,1,0,0,Suburban
1927,100,1,0,1,0,0,Suburban
1928,63,0,1,1,0,1,Urban
1929,12,1,1,0,1,1,Urban
1930,41,0,0,0,1,0,Suburban
1931,31,1,1,1,0,1,Urban
1932,2,1,0,1,1,1,Urban
1933,16,1,1,1,1,0,Suburban
1934,1,0,0,1,0,0,Urban
1935,4,0,0,0,0,1,Suburban
1936,47,1,1,1,0,0,Urban
1937,116,1,1,1,0,1,Urban
1938,65,1,1,0,1,0,Rural
1939,52,0,1,0,0,1,Urban
1940,47,0,1,1,0,0,Urban
1941,99,1,0,1,1,0,Suburban
1942,77,1,0,1,1,1,Rural
1943,50,0,0,0,0,0,Urban
1944,45,0,0,0,1,0,Urban
1945,42,1,0,1,0,0,Suburban
1946,95,1,0,1,0,1,Urban
1947,84,1,1,0,1,0,Urban
1948,56,1,0,1,0,1,Urban
1949,71,0,0,1,1,1,Rural
1950,57,1,1,0,0,0,Rural
1951,104,1,1,1,0,1,Urban
1952,33,1,1,1,1,0,Rural
1953,28,0,1,0,0,1,Urban
1954,114,0,0,0,1,1,Suburban
1955,44,1,1,1,1,1,Rural
1956,114,1,1,1,1,1,Suburban
1957,56,1,0,1,1,1,Urban
1958,44,1,1,1,0,1,Rural
1959,84,1,1,1,1,0,Urban
1960,96,1,1,0,1,0,Suburban
1961,73,1,0,1,1,0,Urban
1962,34,1,0,1,1,1,Urban
1963,14,1,1,1,1,0,Urban
1964,68,0,0,0,0,1,Urban
1965,29,1,1,1,1,1,Rural
1966,79,0,0,1,0,0,Suburban
1967,17,0,0,1,0,0,Urban
1968,83,1,0,1,1,0,Suburban
1969,102,1,1,1,0,1,Urban
1970,9,0,0,1,0,1,Suburban
1971,27,1,0,1,0,0,Urban
1972,49,1,1,1,1,1,Suburban
1973,79,0,0,1,0,0,Suburban
1974,37,1,1,1,1,0,Urban
1975,28,1,0,1,0,1,Urban
1976,50,0,1,1,0,0,Urban
1977,55,0,0,1,0,1,Suburban
1978,4,1,1,1,1,1,Suburban
1979,85,1,1,1,0,0,Urban
1980,120,1,1,1,1,1,Rural
1981,98,1,1,1,1,0,Rural
1982,19,1,1,1,1,0,Rural
1983,37,1,1,0,1,0,Urban
1984,122,0,1,0,0,1,Urban
1985,4,1,1,1,1,1,Suburban
1986,37,1,1,1,1,0,Urban
1987,51,1,0,1,1,1,Suburban
1988,32,1,1,1,1,0,Suburban
1989,45,0,0,1,1,0,Urban
1990,112,1,0,1,1,0,Suburban
1991,12,1,0,1,0,1,Urban
1992,41,1,1,0,1,0,Suburban
1993,56,1,0,1,1,1,Urban
1994,80,1,1,0,1,0,Urban
1995,14,1,1,0,0,0,Urban
1996,54,1,1,1,1,1,Urban
1997,63,1,0,1,1,1,Urban
1998,65,1,1,1,0,0,Rural
1999,116,1,1,1,1,1,Urban
2000,119,1,0,1,0,1,Rural
2001,58,0,0,1,1,0,Urban
2002,96,0,1,1,0,0,Suburban
2003,21,0,1,0,0,1,Suburban
2004,4,1,0,1,0,1,Suburban
2005,73,1,1,0,1,0,Urban
2006,120,1,1,1,0,1,Rural
2007,115,0,1,0,1,1,Urban
2008,46,1,0,1,1,1,Urban
2009,86,1,0,1,1,0,Suburban
2010,12,0,0,0,0,1,Urban
2011,30,0,0,1,1,0,Urban
2012,94,1,1,1,1,1,Urban
2013,96,1,1,1,0,0,Suburban
2014,60,0,1,1,0,0,Urban
2015,100,1,1,1,0,0,Suburban
2016,71,1,1,0,1,1,Rural
2017,81,1,0,1,0,1,Urban
2018,65,1,0,1,0,0,Rural
2019,14,1,0,0,1,0,Urban
2020,111,1,1,1,1,0,Suburban
2021,44,1,0,1,1,1,Rural
2022,108,1,0,0,1,1,Suburban
2023,102,1,1,1,0,1,Urban
2024,26,0,0,1,1,1,Suburban
2025,91,1,1,1,0,0,Suburban
2026,109,1,1,1,1,0,Suburban
2027,16,0,1,1,1,0,Suburban
2028,110,1,1,1,0,0,Suburban
2029,7,0,1,0,1,0,Urban
2030,32,0,0,1,0,0,Suburban
2031,89,0,0,1,0,1,Suburban
2032,95,1,0,0,1,1,Urban
2033,16,1,0,1,1,0,Suburban
2034,119,0,1,0,1,1,Rural
2035,105,1,0,1,1,1,Rural
2036,122,1,1,0,1,1,Urban
2037,78,1,1,1,0,0,Suburban
2038,89,1,1,1,0,1,Suburban
2039,62,1,1,1,0,0,Rural
2040,30,1,1,1,0,0,Urban
2041,120,1,1,0,1,1,Rural
2042,71,1,1,1,0,1,Rural
2043,12,0,0,1,0,1,Urban
2044,67,0,1,0,0,0,Suburban
2045,91,1,1,1,1,0,Suburban
2046,46,1,1,1,1,1,Urban
2047,83,0,0,1,0,0,Suburban
2048,43,1,1,1,1,0,Urban
2049,101,1,1,1,0,0,Urban
2050,55,0,1,0,1,1,Suburban
2051,45,1,1,1,0,0,Urban
2052,60,0,1,1,0,0,Urban
2053,106,1,1,0,1,0,Urban
2054,71,1,1,1,1,1,Rural
2055,113,1,1,1,0,1,Urban
2056,80,1,1,1,1,0,Urban
2057,32,1,0,1,1,0,Suburban
2058,8,1,1,1,1,1,Suburban
2059,113,1,1,1,0,1,Urban
2060,77,1,1,1,0,1,Rural
2061,62,0,0,0,1,0,Rural
2062,75,0,1,1,0,1,Suburban
2063,20,1,1,0,0,0,Urban
2064,18,1,0,1,0,1,Rural
2065,101,1,1,1,1,0,Urban
2066,6,0,1,1,0,0,Rural
2067,84,0,1,0,1,0,Urban
2068,96,1,0,1,0,0,Suburban
2069,110,0,1,1,0,0,Suburban
2070,108,0,0,0,0,1,Suburban
2071,29,1,0,1,0,1,Rural
2072,4,1,1,0,1,1,Suburban
2073,71,1,1,1,1,1,Rural
2074,43,1,1,0,0,0,Urban
2075,84,0,1,0,0,0,Urban
2076,34,1,1,1,1,1,Urban
2077,100,1,0,1,1,0,Suburban
2078,71,1,0,1,1,1,Rural
2079,33,1,0,0,1,0,Rural
2080,15,1,1,1,0,0,Suburban
2081,116,1,0,1,1,1,Urban
2082,96,0,0,1,0,0,Suburban
2083,86,0,0,1,0,0,Suburban
2084,120,1,1,1,1,1,Rural
2085,40,1,0,1,1,0,Suburban
2086,93,1,1,1,1,1,Suburban
2087,89,1,1,1,0,1,Suburban
2088,5,1,1,1,0,0,Rural
2089,78,0,0,1,0,0,Suburban
2090,50,1,0,0,1,0,Urban
2091,99,1,1,0,0,0,Suburban
2092,66,1,1,1,1,1,Suburban
2093,89,1,1,1,0,1,Suburban
2094,54,1,1,1,1,1,Urban
2095,80,1,1,1,1,0,Urban
2096,46,1,1,1,0,1,Urban
2097,80,1,0,1,0,0,Urban
2098,11,1,1,1,1,0,Urban
2099,49,1,1,0,1,1,Suburban
2100,99,1,1,1,1,0,Suburban
2101,23,1,0,1,1,0,Urban
2102,55,1,0,1,0,1,Suburban
2103,5,1,0,0,1,0,Rural
2104,64,1,1,1,0,0,Suburban
2105,35,1,1,1,1,1,Suburban
2106,93,1,1,1,0,1,Suburban
2107,111,1,0,1,1,0,Suburban
2108,119,1,0,1,0,1,Rural
2109,69,0,0,1,0,0,Urban
2110,54,1,0,1,0,1,Urban
2111,3,1,0,1,1,1,Urban
2112,6,1,1,1,1,0,Rural
2113,87,1,0,0,1,1,Urban
2114,110,1,1,1,0,0,Suburban
2115,56,0,1,0,1,1,Urban
2116,2,1,1,1,1,1,Urban
2117,82,1,1,1,0,1,Rural
2118,94,1,1,1,0,1,Urban
2119,38,1,1,1,0,0,Suburban
2120,56,1,1,0,0,1,Urban
2121,5,0,1,0,0,0,Rural
2122,46,1,1,1,1,1,Urban
2123,113,1,1,1,0,1,Urban
2124,11,1,1,1,1,0,Urban
2125,65,1,1,1,1,0,Rural
2126,10,1,0,1,1,1,Urban
2127,41,1,0,1,1,0,Suburban
2128,116,1,0,0,0,1,Urban
2129,44,1,0,1,1,1,Rural
2130,90,0,1,0,0,0,Suburban
2131,33,1,0,0,1,0,Rural
2132,91,0,1,0,1,0,Suburban
2133,56,1,1,1,1,1,Urban
2134,114,0,0,1,1,1,Suburban
2135,12,1,1,1,0,1,Urban
2136,2,0,0,1,0,1,Urban
2137,1,1,0,1,1,0,Urban
2138,65,0,0,0,0,0,Rural
2139,121,1,0,0,1,1,Rural
2140,33,1,1,0,0,0,Rural
2141,86,1,1,0,1,0,Suburban
2142,76,1,1,1,0,1,Rural
2143,103,1,1,1,1,0,Urban
2144,36,1,0,1,1,1,Suburban
2145,21,0,0,1,0,1,Suburban
2146,84,0,0,0,0,0,Urban
2147,36,1,1,1,0,1,Suburban
2148,26,1,1,1,0,1,Suburban
2149,47,1,1,1,0,0,Urban
2150,95,0,1,1,0,1,Urban
2151,1,0,0,1,1,0,Urban
2152,38,1,1,0,0,0,Suburban
2153,14,0,1,1,1,0,Urban
2154,90,1,1,1,1,0,Suburban
2155,46,1,0,1,0,1,Urban
2156,42,0,0,1,0,0,Suburban
2157,7,1,1,1,1,0,Urban
2158,55,1,1,0,0,1,Suburban
2159,56,1,1,1,1,1,Urban
2160,119,1,1,1,1,1,Rural
2161,118,0,0,1,0,0,Urban
2162,76,1,0,1,1,1,Rural
2163,63,1,1,1,0,1,Urban
2164,24,1,1,1,0,0,Urban
2165,83,1,0,1,1,0,Suburban
2166,73,1,1,0,1,0,Urban
2167,99,0,0,1,1,0,Suburban
2168,4,1,1,1,1,1,Suburban
2169,109,1,1,1,1,0,Suburban
2170,42,1,1,1,1,0,Suburban
2171,96,0,1,0,0,0,Suburban
2172,110,0,0,0,1,0,Suburban
2173,70,1,1,1,1,1,Rural
2174,28,1,1,0,0,1,Urban
2175,92,0,1,0,1,1,Urban
2176,40,0,1,0,0,0,Suburban
2177,51,1,1,1,1,1,Suburban
2178,29,1,1,1,1,1,Rural
2179,42,0,0,1,1,0,Suburban
2180,118,0,1,0,0,0,Urban
2181,69,1,1,1,1,0,Urban
2182,5,1,0,1,0,0,Rural
2183,101,1,1,1,1,0,Urban
2184,41,0,0,1,1,0,Suburban
2185,61,1,1,1,1,0,Rural
2186,55,1,0,0,1,1,Suburban
2187,28,1,0,1,1,1,Urban
2188,41,0,0,0,0,0,Suburban
2189,111,1,0,1,0,0,Suburban
2190,9,1,1,1,1,1,Suburban
2191,29,1,0,1,0,1,Rural
2192,78,0,1,1,0,0,Suburban
2193,38,1,1,1,1,0,Suburban
2194,62,1,1,1,0,0,Rural
2195,54,1,1,1,0,1,Urban
2196,52,1,1,0,1,1,Urban
2197,104,1,1,1,0,1,Urban
2198,34,1,1,1,0,1,Urban
2199,37,1,0,1,0,0,Urban
2200,49,1,0,1,1,1,Suburban
2201,42,1,1,1,1,0,Suburban
2202,14,1,1,1,1,0,Urban
2203,82,1,1,1,0,1,Rural
2204,33,1,1,1,1,0,Rural
2205,118,1,1,1,1,0,Urban
2206,98,1,1,0,1,0,Rural
2207,92,1,1,1,1,1,Urban
2208,100,0,0,1,0,0,Suburban
2209,109,1,1,0,0,0,Suburban
2210,112,1,1,1,0,0,Suburban
2211,101,1,1,1,0,0,Urban
